country	color	variety	taster_name
Spain	rouge	bordeaux-style red blend	Michael Schachner
Spain	rouge	garnacha	Michael Schachner
Spain	blanc	chardonnay	Michael Schachner
Spain	rouge	tempranillo blend	Michael Schachner
Spain	rouge	mencía	Michael Schachner
Spain	rouge	tinto del pais	Michael Schachner
Spain	rouge	tinta de toro	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	tempranillo blend	Michael Schachner
Spain	rosé	rosado	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	blanc	albariño	Michael Schachner
Spain	blanc	moscatel	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	blanc	tempranillo blanco	Michael Schachner
Spain	rosé	rosé	Michael Schachner
Spain	blanc	godello	Michael Schachner
Spain	rouge	red blend	Michael Schachner
Spain	blanc	godello	Michael Schachner
Spain	blanc	sparkling blend	Michael Schachner
Spain	rouge	garnacha	Michael Schachner
Spain	blanc	viura	Michael Schachner
Spain	rouge	red blends	Michael Schachner
Spain	rouge	tinta de toro	Michael Schachner
Spain	rouge	tempranillo blend	Michael Schachner
Spain	blanc	tempranillo blanco	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	blanc	verdejo	Michael Schachner
Spain	rouge	garnacha	Michael Schachner
Spain	rosé	rosé	Michael Schachner
Spain	rouge	red blends	Michael Schachner
Spain	blanc	sparkling blend	Michael Schachner
Spain	rouge	red blend	Michael Schachner
Spain	rouge	red blend	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	garnacha tintorera	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	tinta de toro	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	tinto fino	Michael Schachner
Spain	blanc	sparkling blend	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	tinta de toro	Michael Schachner
Spain	rouge	sherry	Michael Schachner
Spain	rouge	tinto del pais	Michael Schachner
Spain	rouge	grenache blend	Michael Schachner
Spain	rouge	tempranillo blend	Michael Schachner
Spain	rouge	garnacha	Michael Schachner
Spain	blanc	chardonnay	Michael Schachner
Spain	blanc	sparkling blend	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	blanc	white blend	Michael Schachner
Spain	rouge	monastrell	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	blanc	albariño	Michael Schachner
Spain	rouge	sherry	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	red blend	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	tempranillo-garnacha	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	red blend	Michael Schachner
Spain	rouge	tempranillo blend	Michael Schachner
Spain	rouge	red blend	Michael Schachner
Spain	rouge	tinto fino	Michael Schachner
Spain	blanc	verdejo-sauvignon blanc	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	blanc	albariño	Michael Schachner
Spain	blanc	white blend	Michael Schachner
Spain	rouge	red blends	Michael Schachner
Spain	rouge	pinot noir	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	blanc	white blend	Michael Schachner
Spain	rouge	garnacha	Michael Schachner
Spain	blanc	white blend	Michael Schachner
Spain	rouge	sherry	Michael Schachner
Spain	rouge	red blend	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	tempranillo blend	Michael Schachner
Spain	blanc	sparkling blend	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	blanc	albariño	Michael Schachner
Spain	rouge	tempranillo blend	Michael Schachner
Spain	blanc	white blend	Michael Schachner
Spain	rouge	tempranillo blend	Michael Schachner
Spain	blanc	sparkling blend	Michael Schachner
Spain	rouge	cencibel	Michael Schachner
Spain	rouge	tempranillo blend	Michael Schachner
Spain	blanc	verdejo	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	red blend	Michael Schachner
Spain	blanc	sauvignon blanc	Michael Schachner
Spain	rouge	tinta de toro	Michael Schachner
Spain	rouge	tempranillo blend	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	red blend	Michael Schachner
Spain	blanc	sparkling blend	Michael Schachner
Spain	rouge	carignan	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	grenache	Michael Schachner
Spain	rouge	mencía	Michael Schachner
Spain	rouge	red blend	Michael Schachner
Spain	rouge	tinta de toro	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	monastrell	Michael Schachner
Spain	blanc	verdejo	Michael Schachner
Spain	blanc	verdejo	Michael Schachner
Spain	blanc	sparkling blend	Michael Schachner
Spain	rosé	rosé	Michael Schachner
Spain	rouge	garnacha	Michael Schachner
Spain	rouge	monastrell	Michael Schachner
Spain	blanc	white blend	Michael Schachner
Spain	blanc	albariño	Michael Schachner
Spain	rouge	tinto fino	Michael Schachner
Spain	rouge	tinta de toro	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	blanc	verdejo	Michael Schachner
Spain	rouge	garnacha	Michael Schachner
Spain	rouge	tempranillo blend	Michael Schachner
Spain	rouge	red blend	Michael Schachner
Spain	blanc	garnacha blanca	Michael Schachner
Spain	blanc	sauvignon blanc	Michael Schachner
Spain	blanc	sparkling blend	Michael Schachner
Spain	rouge	garnacha	Michael Schachner
Spain	blanc	white blend	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	blanc	verdejo	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	tinto fino	Michael Schachner
Spain	blanc	muscat	Michael Schachner
Spain	rouge	graciano	Michael Schachner
Spain	rouge	tinto fino	Michael Schachner
Spain	blanc	white blend	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	garnacha	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	blanc	white blend	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	tinta de toro	Michael Schachner
Spain	rouge	tinto fino	Michael Schachner
Spain	blanc	moscato	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	tinta de toro	Michael Schachner
Spain	rouge	red blend	Michael Schachner
Spain	blanc	albariño	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rosé	rosé	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	garnacha	Michael Schachner
Spain	rouge	garnacha	Michael Schachner
Spain	blanc	white blend	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	blanc	albariño	Michael Schachner
Spain	rouge	monastrell	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	garnacha-syrah	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	blanc	godello	Michael Schachner
Spain	blanc	sparkling blend	Michael Schachner
Spain	blanc	verdejo	Michael Schachner
Spain	blanc	malvasia-viura	Michael Schachner
Spain	rosé	rosé	Michael Schachner
Spain	rouge	syrah	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	garnacha	Michael Schachner
Spain	rouge	mencía	Michael Schachner
Spain	rouge	tinta de toro	Michael Schachner
Spain	rouge	tinta de toro	Michael Schachner
Spain	rouge	cabernet blend	Michael Schachner
Spain	rouge	tempranillo blend	Michael Schachner
Spain	blanc	xarel-lo	Michael Schachner
Spain	rouge	mencía	Michael Schachner
Spain	blanc	albariño	Michael Schachner
Spain	blanc	verdejo	Michael Schachner
Spain	blanc	white blend	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	red blends	Michael Schachner
Spain	rouge	red blend	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	tinto fino	Michael Schachner
Spain	blanc	viura	Michael Schachner
Spain	blanc	albariño	Michael Schachner
Spain	rosé	rosado	Michael Schachner
Spain	blanc	albariño	Michael Schachner
Spain	rouge	tempranillo blend	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	syrah	Michael Schachner
Spain	rouge	garnacha	Michael Schachner
Spain	rouge	tempranillo blend	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	blanc	sparkling blend	Michael Schachner
Spain	rouge	garnacha	Michael Schachner
Spain	rouge	garnacha tintorera	Michael Schachner
Spain	rouge	red blends	Michael Schachner
Spain	rouge	monastrell	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	garnacha	Michael Schachner
Spain	rouge	red blend	Michael Schachner
Spain	rouge	red blend	NTN
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	blanc	sparkling blend	Michael Schachner
Spain	blanc	albariño	Michael Schachner
Spain	rosé	rosé	Michael Schachner
Spain	blanc	verdejo-viura	Michael Schachner
Spain	rouge	petit verdot	NTN
Spain	rouge	tempranillo blend	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	blanc	white blend	Michael Schachner
Spain	rouge	red blend	Michael Schachner
Spain	rouge	red blends	Michael Schachner
Spain	rouge	petit verdot	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	red blend	Michael Schachner
Spain	blanc	godello	Michael Schachner
Spain	blanc	albariño	Michael Schachner
Spain	blanc	sauvignon blanc-verdejo	Michael Schachner
Spain	rouge	pedro ximénez	Michael Schachner
Spain	blanc	sparkling blend	Michael Schachner
Spain	blanc	hondarrabi zuri	Michael Schachner
Spain	rouge	cabernet sauvignon	Michael Schachner
Spain	blanc	muscat	Michael Schachner
Spain	rouge	red blend	Michael Schachner
Spain	blanc	albariño	Michael Schachner
Spain	rouge	red blend	Michael Schachner
Spain	blanc	albariño	Michael Schachner
Spain	rouge	red blend	Michael Schachner
Spain	blanc	white blend	Michael Schachner
Spain	blanc	godello	Michael Schachner
Spain	blanc	sparkling blend	Michael Schachner
Spain	blanc	godello	Michael Schachner
Spain	rouge	tempranillo blend	Michael Schachner
Spain	rouge	tempranillo blend	Michael Schachner
Spain	rouge	garnacha	Michael Schachner
Spain	rouge	tinto fino	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	red blends	Michael Schachner
Spain	blanc	chardonnay	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	blanc	white blend	Michael Schachner
Spain	rouge	garnacha	Michael Schachner
Spain	blanc	godello	Michael Schachner
Spain	blanc	sparkling blend	Michael Schachner
Spain	blanc	sparkling blend	Michael Schachner
Spain	rouge	tempranillo blend	Michael Schachner
Spain	rouge	monastrell	Michael Schachner
Spain	blanc	sauvignon blanc	Michael Schachner
Spain	rouge	red blend	Michael Schachner
Spain	blanc	white blend	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	graciano	Michael Schachner
Spain	rouge	tempranillo blend	Michael Schachner
Spain	blanc	albariño	Michael Schachner
Spain	rouge	red blend	Michael Schachner
Spain	rouge	tempranillo blend	Michael Schachner
Spain	rouge	monastrell	Michael Schachner
Spain	rouge	garnacha	Michael Schachner
Spain	blanc	viura	Michael Schachner
Spain	blanc	pansa blanca	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	blanc	white blend	Michael Schachner
Spain	rosé	rosé	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	sherry	Michael Schachner
Spain	rouge	garnacha-syrah	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	red blend	Michael Schachner
Spain	blanc	moscatel de alejandría	Michael Schachner
Spain	rouge	red blend	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	blanc	verdejo	Michael Schachner
Spain	rouge	mencía	Michael Schachner
Spain	blanc	albariño	Michael Schachner
Spain	blanc	albariño	Michael Schachner
Spain	blanc	macabeo	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	blanc	albariño	Michael Schachner
Spain	rosé	rosé	Michael Schachner
Spain	blanc	sparkling blend	Michael Schachner
Spain	blanc	albariño	Michael Schachner
Spain	rouge	red blends	Michael Schachner
Spain	rouge	tempranillo blend	Michael Schachner
Spain	rouge	red blend	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	garnacha	Michael Schachner
Spain	rouge	garnacha	Michael Schachner
Spain	rosé	rosé	Michael Schachner
Spain	blanc	sparkling blend	Michael Schachner
Spain	blanc	sauvignon blanc	Michael Schachner
Spain	rouge	red blend	Michael Schachner
Spain	rosé	rosado	Michael Schachner
Spain	blanc	verdejo-sauvignon blanc	Michael Schachner
Spain	rouge	tempranillo blend	Michael Schachner
Spain	rouge	garnacha	Michael Schachner
Spain	blanc	chardonnay	Michael Schachner
Spain	blanc	white blend	Michael Schachner
Spain	rouge	red blend	Michael Schachner
Spain	blanc	xarel-lo	Michael Schachner
Spain	blanc	albariño	Michael Schachner
Spain	blanc	hondarrabi zuri	Michael Schachner
Spain	rouge	red blend	Michael Schachner
Spain	blanc	hondarrabi zuri	Michael Schachner
Spain	rosé	rosé	Michael Schachner
Spain	rouge	garnacha	Michael Schachner
Spain	rosé	rosado	Michael Schachner
Spain	blanc	white blend	Michael Schachner
Spain	rouge	garnacha	Michael Schachner
Spain	rouge	tempranillo blend	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	tempranillo blend	Michael Schachner
Spain	blanc	albariño	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	blanc	tempranillo blanco	Michael Schachner
Spain	rouge	tempranillo blend	Michael Schachner
Spain	rouge	tempranillo	Michael Schachner
Spain	rouge	garnacha-syrah	Michael Schachner
Portugal	rouge	port	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	blanc	encruzado	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	baga	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	arinto	Roger Voss
Portugal	blanc	alvarinho-chardonnay	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	touriga nacional blend	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	port	Michael Schachner
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	rosé	portuguese sparkling	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	verdelho	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	blanc	arinto	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	sauvignon blanc	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	blanc	alvarinho	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rosé	rosé	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	syrah	Roger Voss
Portugal	rouge	alicante bouschet	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	alvarinho	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rosé	rosé	Roger Voss
Portugal	rouge	bastardo	Roger Voss
Portugal	rouge	syrah	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	bual	Roger Voss
Portugal	blanc	encruzado	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	touriga nacional	Roger Voss
Portugal	blanc	arinto	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	blanc	alvarinho	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	trincadeira	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	rosé	rosé	Roger Voss
Portugal	blanc	encruzado	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	blanc	encruzado	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	alvarinho	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	blanc	sauvignon blanc	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	blanc	alvarinho	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	rouge	merlot	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	blanc	alvarinho	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	sémillon	Roger Voss
Portugal	rouge	touriga nacional-cabernet sauvignon	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	blanc	alvarinho-trajadura	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	loureiro	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	blanc	sparkling blend	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	touriga nacional	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	rosé	rosé	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rosé	rosé	Roger Voss
Portugal	blanc	alvarinho	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	encruzado	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	alvarinho	Roger Voss
Portugal	rouge	bordeaux-style red blend	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	touriga nacional	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	touriga nacional	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	bordeaux-style red blend	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rosé	rosé	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	loureiro	Roger Voss
Portugal	blanc	arinto	Roger Voss
Portugal	rouge	bordeaux-style red blend	Roger Voss
Portugal	rouge	touriga nacional	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	ramisco	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	syrah	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	rosé	rosé	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	syrah	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	blanc	viosinho	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	blanc	fernão pires	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	sauvignon blanc	Roger Voss
Portugal	rosé	rosé	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	aragonez	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	loureiro	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rosé	rosé	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	antão vaz	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	alicante bouschet	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	baga	Roger Voss
Portugal	blanc	moscatel	Roger Voss
Portugal	blanc	chardonnay	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	blanc	alvarinho	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	alvarinho-chardonnay	Roger Voss
Portugal	rosé	rosé	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	syrah	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	castelão	Roger Voss
Portugal	rosé	rosé	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	cabernet sauvignon	Roger Voss
Portugal	blanc	portuguese white	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rosé	rosé	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
Portugal	rouge	port	Roger Voss
Portugal	rouge	portuguese red	Roger Voss
